enter,EXIT,1,2,3,4,5
KUALA KANGSAR Toll,Jasin Toll,42.48,77.8,103.6,21.32,31.82
KUALA KANGSAR Toll,Tangkak Toll,43.62,79.9,106.4,21.89,32.72
KUALA KANGSAR Toll,Bukit Gambir Toll,45.02,82.4,109.7,22.55,33.7
KUALA KANGSAR Toll,BANDAR CASSIA Toll,16.18,49.4,95.4,13.72,34.08
KUALA KANGSAR Toll,Pagoh Toll,46.74,85.6,114.1,23.45,35.01
KUALA KANGSAR Toll,Yong Peng Utara Toll,51.5,94.3,125.6,25.83,38.62
KUALA KANGSAR Toll,Ayer Hitam Toll,53.71,98.3,130.9,26.9,40.26
KUALA KANGSAR Toll,Machap Toll,54.53,99.8,133,27.31,40.84
KUALA KANGSAR Toll,Spg. Renggam Toll,56.09,102.7,136.8,28.13,42.07
KUALA KANGSAR Toll,Sedenak Toll,58.14,106.4,141.8,29.19,43.54
KUALA KANGSAR Toll,KULAI Toll,59.7,109.2,145.5,29.93,44.69
KUALA KANGSAR Toll,Senai Utara Toll,60.68,111,147.9,30.42,45.43
KUALA KANGSAR Toll,Skudai Toll,61.01,111.6,148.7,30.59,45.67
KUANTAN Toll,JABOR Toll,1.7,3.3,5,0.8,1.7
KUANTAN Toll,GAMBANG Toll,2.9,5.8,8.8,1.5,2.9
KUANTAN Toll,CHENEH Toll,4.7,9.3,14,2.4,4.7
KUANTAN Toll,CUKAI Toll,6.1,12.2,18.3,3.1,6.1
KUANTAN Toll,SRI JAYA Toll,6.6,13.2,19.8,3.3,6.6
KUANTAN Toll,MARAN Toll,8.2,16.4,24.5,4.1,8.2
KUANTAN Toll,KIJAL Toll,8.4,16.7,25.1,4.2,8.4
KUANTAN Toll,KERTEH Toll,10.1,20.1,30.2,5.1,10.1
KUANTAN Toll,PAKA Toll,11.5,22.9,34.4,6.9,11.5
KUANTAN Toll,CHENOR Toll,12.3,24.6,36.8,6.1,12.3
KUANTAN Toll,DUNGUN Toll,13.7,27.3,41,,13.7
KUANTAN Toll,TEMERLOH Toll,13.9,27.7,41.6,6.9,13.9
KUANTAN Toll,BUKIT BESI Toll,15.7,31.4,47.1,7.9,15.7
KUANTAN Toll,LANCANG Toll,17.1,34.1,51.2,8.5,17.1
KUANTAN Toll,KARAK Toll,19.6,39.2,58.9,9.8,19.6
KUANTAN Toll,AJIL Toll,20.3,40.7,61,10.2,20.3
KUANTAN Toll,TELEMUNG Toll,22.7,45.4,68,11.4,22.7
KUANTAN Toll,Kuala Terengganu (Kg Gemuroh) Toll,0,47.7,71.6,12,23.9
KULAI Toll,Senai Utara Toll,1.15,2,2.7,0.57,0.82
KULAI Toll,Skudai Toll,1.48,2.8,3.7,0.74,1.15
KULAI Toll,Sedenak Toll,1.72,3.2,4.2,0.9,1.31
KULAI Toll,Spg. Renggam Toll,3.77,6.8,9.1,1.89,2.79
KULAI Toll,Machap Toll,5.33,9.7,12.9,2.62,3.94
KULAI Toll,Ayer Hitam Toll,6.15,11.2,15,3.03,4.59
KULAI Toll,Yong Peng Selatan Toll,7.79,14.2,18.9,3.85,5.82
KULAI Toll,Yong Peng Utara Toll,8.28,15.2,20.3,4.18,6.23
KULAI Toll,Pagoh Toll,13.04,23.9,31.8,6.56,9.76
KULAI Toll,Bukit Gambir Toll,14.76,27,36,7.38,11.07
KULAI Toll,Tangkak Toll,16.07,29.4,39.2,8.04,12.05
KULAI Toll,Jasin Toll,17.55,32,42.7,8.77,13.12
KULAI Toll,Ayer Keroh Toll,18.94,34.7,46.2,9.51,14.19
KULAI Toll,Simpang Ampat Toll,21.48,39.4,52.5,10.74,16.15
KULAI Toll,PEDAS LINGGI Toll,24.03,43.9,58.6,12.05,18.04
KULAI Toll,Senawang Toll,25.91,47.4,63.2,12.96,19.43
KULAI Toll,Port Dickson Toll,26.24,47.9,63.9,13.12,19.68
KULAI Toll,SEREMBAN Toll,26.57,48.6,64.8,13.28,19.93
KULAI Toll,Bandar Ainsdale Toll,27.31,49.9,66.5,13.61,20.42
KULAI Toll,Nilai Toll,29.11,53.2,71,14.51,21.81
KULAI Toll,Putera Mahkota Toll,29.52,54,72.1,14.76,22.14
KULAI Toll,SOUTHVILLE CITY Toll,30.01,54.8,73.1,15.01,22.47
KULAI Toll,BANGI Toll,30.42,55.6,74.1,15.17,22.8
KULAI Toll,BANDAR SERENIA Toll,30.59,55.9,74.6,15.33,22.96
KULAI Toll,KAJANG Toll,31.08,56.9,75.9,15.58,23.37
KULAI Toll,UPM Toll,31.32,57.3,76.4,15.66,23.53
KULAI Toll,BANDAR GAMUDA COVE Toll,31.41,57.4,76.6,15.66,23.53
KULAI Toll,Sg. Besi Toll,31.82,58.2,77.6,15.91,23.86
KULAI Toll,KLIA Toll,31.98,58.2,77.5,16.15,24.11
KULAI Toll,Bandar Saujana Putra Toll,32.88,60,80.1,16.4,24.68
KULAI Toll,Putra Jaya Toll,33.21,60.7,81,16.56,24.93
KULAI Toll,PUTRA HEIGHTS Toll,33.29,60.9,81.2,16.65,25.01
KULAI Toll,USJ Toll,33.78,61.8,82.4,16.89,25.34
KULAI Toll,Seafield Toll,34.28,62.6,83.6,17.06,25.75
KULAI Toll,Ebor Selatan Toll,34.28,62.7,83.6,17.14,25.75
KULAI Toll,Shah Alam Toll,34.93,63.8,85.1,17.38,26.24
KULAI Toll,SUBANG Toll,35.34,64.7,86.3,17.71,26.49
KULAI Toll,Setia Alam Toll,35.83,65.4,87.3,17.88,26.81
KULAI Toll,DAMANSARA Toll,35.92,65.7,87.5,17.96,26.9
KULAI Toll,Bukit Raja Toll,35.92,65.7,87.6,17.96,26.9
KULAI Toll,KOTA DAMANSARA Toll,36.08,66.1,88,18.12,27.06
KULAI Toll,SG. BULOH Toll,36.74,67.2,89.5,18.37,27.55
KULAI Toll,SG. BULOH HOSPITAL Toll,36.98,67.7,90.2,18.53,27.72
KULAI Toll,Jalan Duta Toll,37.23,68.1,90.7,18.61,27.88
KULAI Toll,RAWANG SELATAN Toll,37.47,68.6,91.4,18.78,28.13
KULAI Toll,RAWANG Toll,38.13,69.7,92.9,19.11,28.54
KULAI Toll,SUNGAI BUAYA Toll,39.11,71.6,95.4,19.6,29.27
KULAI Toll,BUKIT BERUNTUNG Toll,39.77,72.8,97,19.93,29.85
KULAI Toll,BUKIT TAGAR Toll,40.75,74.5,99.3,20.42,30.5
KULAI Toll,LEMBAH BERINGIN Toll,41.82,76.6,102,20.99,31.32
KULAI Toll,Tg. Malim Toll,42.89,78.5,104.6,21.48,32.14
KULAI Toll,BEHRANG Toll,44.12,80.7,107.6,22.14,33.05
KULAI Toll,SLIM RIVER Toll,45.92,84,111.9,22.96,34.44
KULAI Toll,SUNGKAI Toll,47.97,87.8,117,24.03,36
KULAI Toll,BIDOR Toll,49.53,90.6,120.8,24.85,37.15
KULAI Toll,TAPAH Toll,51,93.4,124.5,25.58,38.29
KULAI Toll,GOPENG Toll,54.37,99.5,132.6,27.22,40.75
KULAI Toll,SIMPANG PULAI Toll,55.43,101.4,135.2,27.8,41.57
KULAI Toll,Ipoh Selatan Toll,56.83,103.9,138.5,28.45,42.56
KULAI Toll,KUALA KANGSAR Toll,59.7,109.2,145.5,29.93,44.69
KULAI Toll,CANGKAT JERING Toll,62.07,113.5,151.3,31.08,46.49
KULAI Toll,TAIPING UTARA Toll,63.88,116.7,155.6,31.98,47.81
KULAI Toll,BUKIT MERAH Toll,65.11,119,158.6,32.55,48.71
KULAI Toll,ALOR PONGSU Toll,66.5,121.6,162.1,33.21,49.86
KULAI Toll,BANDAR BAHARU Toll,66.99,122.6,163.4,33.54,50.18
KULAI Toll,JAWI Toll,68.55,125.3,167,34.28,51.33
KULAI Toll,BKT. TAMBUN UTARA Toll,69.86,127.8,170.3,35.01,52.32
KULAI Toll,JURU Toll,70.6,129.1,172.1,35.34,52.89
KULAI Toll,BERTAM Toll,71.91,131.4,175.2,36.07,54.49
KULAI Toll,SG. PETANI SELATAN Toll,73.55,134.4,179.1,36.89,55.18
KULAI Toll,SG. PETANI UTARA Toll,74.29,135.7,180.9,37.22,55.67
KULAI Toll,GURUN Toll,76.09,139.1,185.4,38.21,57.07
KULAI Toll,PENDANG Toll,78.3,143.1,190.7,39.27,58.71
KULAI Toll,Alor Setar Selatan Toll,79.94,146.1,194.7,40.09,60.39
KULAI Toll,Alor Setar Utara Toll,80.6,147.2,196.2,40.42,60.43
KULAI Toll,Hutan Kampung Toll,81.26,148.5,197.9,40.75,61.19
KULAI Toll,BANDAR CASSIA Toll,75.79,158.3,240.5,43.57,78.69
LANCANG Toll,KARAK Toll,2.8,5.5,8.3,1.4,2.8
LANCANG Toll,TEMERLOH Toll,3.4,6.9,10.3,1.7,3.4
LANCANG Toll,CHENOR Toll,5.2,10.3,15.5,2.6,5.2
LANCANG Toll,MARAN Toll,9.2,18.4,27.6,4.6,9.2
LANCANG Toll,SRI JAYA Toll,10.9,21.7,32.6,5.4,10.9
LANCANG Toll,GAMBANG Toll,14.3,28.6,42.9,7.2,14.3
LANCANG Toll,KUANTAN Toll,17.1,34.1,51.2,8.5,17.1
LANCANG Toll,JABOR Toll,18.5,37,55.4,9.2,18.5
LANCANG Toll,CHENEH Toll,21.5,42.9,64.4,10.7,21.5
LANCANG Toll,CUKAI Toll,22.9,45.8,68.7,11.5,22.9
LANCANG Toll,KIJAL Toll,25.2,50.3,75.5,12.6,25.2
LANCANG Toll,KERTEH Toll,26.9,53.7,80.6,13.4,26.9
LANCANG Toll,PAKA Toll,28.3,56.5,84.8,14.1,28.3
LANCANG Toll,DUNGUN Toll,30.5,60.9,91.4,15.2,30.5
LANCANG Toll,BUKIT BESI Toll,32.5,65,97.5,16.2,32.5
LANCANG Toll,AJIL Toll,37.1,74.3,111.4,18.6,37.1
LANCANG Toll,TELEMUNG Toll,39.5,79,118.4,19.7,39.5
LANCANG Toll,Kuala Terengganu (Kg Gemuroh) Toll,40.7,81.3,122,20.3,40.7
LEMBAH BERINGIN Toll,BUKIT TAGAR Toll,1.31,2.4,3.3,0.66,0.98
LEMBAH BERINGIN Toll,Tg. Malim Toll,1.39,2.5,3.4,0.74,1.07
LEMBAH BERINGIN Toll,BUKIT BERUNTUNG Toll,2.3,4.2,5.6,1.15,1.72
LEMBAH BERINGIN Toll,BEHRANG Toll,2.71,4.9,6.5,1.31,1.97
LEMBAH BERINGIN Toll,SUNGAI BUAYA Toll,3.12,5.7,7.6,1.56,2.38
LEMBAH BERINGIN Toll,RAWANG Toll,4.02,7.3,9.8,1.97,3.03
LEMBAH BERINGIN Toll,SLIM RIVER Toll,4.43,8.1,10.7,2.21,3.28
LEMBAH BERINGIN Toll,RAWANG SELATAN Toll,4.59,8.4,11.1,2.3,3.44
LEMBAH BERINGIN Toll,SG. BULOH HOSPITAL Toll,5.17,9.5,12.6,2.62,3.85
LEMBAH BERINGIN Toll,SG. BULOH Toll,5.41,9.9,13.2,2.71,4.02
LEMBAH BERINGIN Toll,KOTA DAMANSARA Toll,6.15,11.2,15,3.03,4.59
LEMBAH BERINGIN Toll,Jalan Duta Toll,6.56,11.9,15.9,3.28,4.92
LEMBAH BERINGIN Toll,SUNGKAI Toll,6.56,11.9,15.9,3.28,4.92
LEMBAH BERINGIN Toll,DAMANSARA Toll,6.72,12.2,16.3,3.36,5
LEMBAH BERINGIN Toll,SUBANG Toll,6.72,12.3,16.4,3.36,5.08
LEMBAH BERINGIN Toll,Shah Alam Toll,7.3,13.3,17.8,3.69,5.49
LEMBAH BERINGIN Toll,Seafield Toll,7.95,14.5,19.3,4.02,5.9
LEMBAH BERINGIN Toll,BIDOR Toll,8.12,14.8,19.7,4.02,6.07
LEMBAH BERINGIN Toll,Setia Alam Toll,8.2,15,20,4.1,6.15
LEMBAH BERINGIN Toll,Bukit Raja Toll,8.28,15.2,20.3,4.18,6.23
LEMBAH BERINGIN Toll,USJ Toll,8.36,15.2,20.3,4.18,6.23
LEMBAH BERINGIN Toll,PUTRA HEIGHTS Toll,8.86,16.2,21.6,4.43,6.64
LEMBAH BERINGIN Toll,Bandar Saujana Putra Toll,9.18,16.7,22.3,4.59,6.89
LEMBAH BERINGIN Toll,TAPAH Toll,9.59,17.5,23.4,4.76,7.22
LEMBAH BERINGIN Toll,BANDAR GAMUDA COVE Toll,10.25,18.8,25.1,5.17,7.71
LEMBAH BERINGIN Toll,Putra Jaya Toll,10.74,19.6,26.1,5.41,8.04
LEMBAH BERINGIN Toll,BANDAR SERENIA Toll,11.48,21,28,5.74,8.61
LEMBAH BERINGIN Toll,KLIA Toll,12.05,21.7,28.8,6.23,9.1
LEMBAH BERINGIN Toll,GOPENG Toll,12.96,23.7,31.5,6.48,9.68
LEMBAH BERINGIN Toll,Nilai Toll,13.2,24.3,32.3,6.64,9.92
LEMBAH BERINGIN Toll,Putera Mahkota Toll,13.28,24.4,32.4,6.72,9.92
LEMBAH BERINGIN Toll,SOUTHVILLE CITY Toll,13.69,25,33.4,6.81,10.25
LEMBAH BERINGIN Toll,SIMPANG PULAI Toll,14.02,25.6,34.1,6.97,10.5
LEMBAH BERINGIN Toll,BANGI Toll,14.1,25.8,34.3,7.05,10.5
LEMBAH BERINGIN Toll,KAJANG Toll,14.76,27,36,7.38,11.07
LEMBAH BERINGIN Toll,Bandar Ainsdale Toll,14.92,27.3,36.4,7.46,11.15
LEMBAH BERINGIN Toll,UPM Toll,15.01,27.4,36.5,7.54,11.23
LEMBAH BERINGIN Toll,SEREMBAN Toll,15.25,27.9,37.2,7.63,11.4
LEMBAH BERINGIN Toll,Ipoh Selatan Toll,15.33,28,37.4,7.71,11.48
LEMBAH BERINGIN Toll,Sg. Besi Toll,15.5,28.3,37.7,7.79,11.56
LEMBAH BERINGIN Toll,Port Dickson Toll,15.66,28.6,38.1,7.87,11.73
LEMBAH BERINGIN Toll,Senawang Toll,16.07,29.5,39.2,8.12,12.05
LEMBAH BERINGIN Toll,PEDAS LINGGI Toll,17.96,32.8,43.7,9.02,13.45
LEMBAH BERINGIN Toll,KUALA KANGSAR Toll,18.2,33.3,44.4,9.18,13.61
LEMBAH BERINGIN Toll,Simpang Ampat Toll,20.5,37.5,50,10.25,15.33
LEMBAH BERINGIN Toll,CANGKAT JERING Toll,20.58,37.6,50.2,10.33,15.42
LEMBAH BERINGIN Toll,TAIPING UTARA Toll,22.39,40.8,54.5,11.23,16.73
LEMBAH BERINGIN Toll,Ayer Keroh Toll,22.88,41.9,55.8,11.48,17.14
LEMBAH BERINGIN Toll,BUKIT MERAH Toll,23.62,43.1,57.5,11.81,17.63
LEMBAH BERINGIN Toll,Jasin Toll,24.68,45.2,60.2,12.38,18.45
LEMBAH BERINGIN Toll,ALOR PONGSU Toll,25.01,45.8,61,12.55,18.78
LEMBAH BERINGIN Toll,BANDAR BAHARU Toll,25.5,46.7,62.3,12.79,19.11
LEMBAH BERINGIN Toll,Tangkak Toll,25.75,47.2,62.9,12.96,19.35
LEMBAH BERINGIN Toll,JAWI Toll,27.06,49.4,65.9,13.53,20.25
LEMBAH BERINGIN Toll,Bukit Gambir Toll,27.14,49.7,66.3,13.61,20.34
LEMBAH BERINGIN Toll,BKT. TAMBUN UTARA Toll,28.37,51.9,69.2,14.27,21.24
LEMBAH BERINGIN Toll,Pagoh Toll,28.95,52.9,70.5,14.51,21.65
LEMBAH BERINGIN Toll,JURU Toll,29.11,53.2,71,14.6,21.81
LEMBAH BERINGIN Toll,BERTAM Toll,30.42,55.5,74.1,15.33,23.41
LEMBAH BERINGIN Toll,SG. PETANI SELATAN Toll,32.06,58.5,78,16.15,24.1
LEMBAH BERINGIN Toll,SG. PETANI UTARA Toll,32.8,59.8,79.8,16.48,24.59
LEMBAH BERINGIN Toll,Yong Peng Utara Toll,33.7,61.7,82.2,16.89,25.26
LEMBAH BERINGIN Toll,GURUN Toll,34.6,63.2,84.3,17.47,25.99
LEMBAH BERINGIN Toll,Ayer Hitam Toll,35.92,65.7,87.5,17.96,26.9
LEMBAH BERINGIN Toll,Machap Toll,36.65,67.1,89.4,18.37,27.47
LEMBAH BERINGIN Toll,PENDANG Toll,36.81,67.2,89.6,18.53,27.63
LEMBAH BERINGIN Toll,Spg. Renggam Toll,38.21,69.9,93.2,19.19,28.62
LEMBAH BERINGIN Toll,Alor Setar Selatan Toll,38.45,70.2,93.6,19.35,29.31
LEMBAH BERINGIN Toll,Alor Setar Utara Toll,39.11,71.3,95.1,19.68,29.35
LEMBAH BERINGIN Toll,Hutan Kampung Toll,39.77,72.6,96.8,20.01,30.11
LEMBAH BERINGIN Toll,Sedenak Toll,40.34,73.8,98.4,20.17,30.26
LEMBAH BERINGIN Toll,KULAI Toll,41.82,76.6,102,20.99,31.32
LEMBAH BERINGIN Toll,Senai Utara Toll,42.8,78.3,104.3,21.4,32.06
LEMBAH BERINGIN Toll,Skudai Toll,43.21,79,105.3,21.65,32.39
LEMBAH BERINGIN Toll,BANDAR CASSIA Toll,34.3,82.4,139.4,22.82,47.61
Machap Toll,Ayer Hitam Toll,0.98,1.8,2.4,0.49,0.74
Machap Toll,Spg. Renggam Toll,1.72,3.2,4.2,0.9,1.31
Machap Toll,Yong Peng Selatan Toll,2.62,4.8,6.4,1.31,1.97
Machap Toll,Yong Peng Utara Toll,3.2,5.8,7.7,1.56,2.38
Machap Toll,Sedenak Toll,3.85,7,9.4,1.89,2.87
Machap Toll,KULAI Toll,5.33,9.7,12.9,2.62,3.94
Machap Toll,Senai Utara Toll,6.31,11.5,15.4,3.12,4.76
Machap Toll,Skudai Toll,6.72,12.2,16.3,3.36,5
Machap Toll,Pagoh Toll,7.95,14.5,19.3,3.94,5.9
Machap Toll,Bukit Gambir Toll,9.68,17.6,23.5,4.84,7.22
Machap Toll,Tangkak Toll,10.91,20,26.6,5.49,8.2
Machap Toll,Jasin Toll,12.38,22.6,30.2,6.15,9.27
Machap Toll,Ayer Keroh Toll,13.86,25.3,33.7,6.89,10.33
Machap Toll,Simpang Ampat Toll,16.4,30,40,8.2,12.3
Machap Toll,PEDAS LINGGI Toll,18.94,34.6,46.1,9.43,14.19
Machap Toll,Senawang Toll,20.83,38,50.7,10.41,15.58
Machap Toll,Port Dickson Toll,21.07,38.5,51.4,10.58,15.83
Machap Toll,SEREMBAN Toll,21.48,39.3,52.3,10.74,16.07
Machap Toll,Bandar Ainsdale Toll,22.14,40.5,54,11.07,16.56
Machap Toll,Nilai Toll,23.94,43.8,58.5,11.97,17.96
Machap Toll,Putera Mahkota Toll,24.44,44.7,59.5,12.22,18.29
Machap Toll,SOUTHVILLE CITY Toll,24.85,45.5,60.6,12.46,18.61
Machap Toll,BANGI Toll,25.26,46.2,61.6,12.63,18.94
Machap Toll,BANDAR SERENIA Toll,25.5,46.6,62.1,12.71,19.11
Machap Toll,KAJANG Toll,25.99,47.5,63.4,12.96,19.52
Machap Toll,UPM Toll,26.24,47.9,63.9,13.12,19.68
Machap Toll,BANDAR GAMUDA COVE Toll,26.24,48,64.1,13.12,19.68
Machap Toll,Sg. Besi Toll,26.73,48.8,65.1,13.37,20.01
Machap Toll,KLIA Toll,26.81,48.8,65,13.61,20.25
Machap Toll,Bandar Saujana Putra Toll,27.72,50.6,67.6,13.86,20.83
Machap Toll,Putra Jaya Toll,28.04,51.3,68.5,14.02,21.07
Machap Toll,PUTRA HEIGHTS Toll,28.13,51.5,68.7,14.1,21.16
Machap Toll,USJ Toll,28.62,52.4,69.9,14.35,21.48
Machap Toll,Seafield Toll,29.11,53.2,71.1,14.51,21.89
Machap Toll,Ebor Selatan Toll,29.11,53.3,71.1,14.6,21.89
Machap Toll,Shah Alam Toll,29.77,54.4,72.6,14.84,22.39
Machap Toll,SUBANG Toll,30.26,55.4,73.7,15.17,22.63
Machap Toll,Setia Alam Toll,30.67,56.1,74.8,15.33,22.96
Machap Toll,Bukit Raja Toll,30.83,56.3,75.1,15.33,23.04
Machap Toll,DAMANSARA Toll,30.75,56.3,75,15.42,23.04
Machap Toll,KOTA DAMANSARA Toll,31,56.7,75.5,15.5,23.21
Machap Toll,SG. BULOH Toll,31.57,57.8,77,15.83,23.7
Machap Toll,SG. BULOH HOSPITAL Toll,31.9,58.3,77.7,15.99,23.86
Machap Toll,Jalan Duta Toll,32.06,58.7,78.2,16.07,24.03
Machap Toll,RAWANG SELATAN Toll,32.39,59.2,78.9,16.24,24.27
Machap Toll,RAWANG Toll,32.96,60.3,80.4,16.56,24.68
Machap Toll,SUNGAI BUAYA Toll,33.95,62.2,82.9,17.06,25.5
Machap Toll,BUKIT BERUNTUNG Toll,34.69,63.4,84.5,17.38,25.99
Machap Toll,BUKIT TAGAR Toll,35.59,65.1,86.8,17.88,26.65
Machap Toll,LEMBAH BERINGIN Toll,36.65,67.1,89.4,18.37,27.47
Machap Toll,Tg. Malim Toll,37.8,69.1,92.1,18.94,28.29
Machap Toll,BEHRANG Toll,39.03,71.4,95.1,19.52,29.19
Machap Toll,SLIM RIVER Toll,40.75,74.5,99.3,20.42,30.5
Machap Toll,SUNGKAI Toll,42.89,78.4,104.5,21.48,32.14
Machap Toll,BIDOR Toll,44.44,81.2,108.3,22.22,33.29
Machap Toll,TAPAH Toll,45.92,84,111.9,22.96,34.44
Machap Toll,GOPENG Toll,49.28,90.1,120.1,24.68,36.9
Machap Toll,SIMPANG PULAI Toll,50.35,92.1,122.7,25.17,37.72
Machap Toll,Ipoh Selatan Toll,51.66,94.5,126,25.83,38.7
Machap Toll,KUALA KANGSAR Toll,54.53,99.8,133,27.31,40.84
Machap Toll,CANGKAT JERING Toll,56.91,104.1,138.8,28.45,42.64
Machap Toll,TAIPING UTARA Toll,58.71,107.3,143.1,29.36,43.95
Machap Toll,BUKIT MERAH Toll,59.94,109.6,146.1,29.93,44.85
Machap Toll,ALOR PONGSU Toll,61.34,112.2,149.6,30.67,46
Machap Toll,BANDAR BAHARU Toll,61.83,113.2,150.9,30.91,46.33
Machap Toll,JAWI Toll,63.39,115.9,154.5,31.65,47.48
Machap Toll,BKT. TAMBUN UTARA Toll,64.7,118.4,157.8,32.39,48.46
Machap Toll,JURU Toll,65.44,119.7,159.6,32.72,49.04
Machap Toll,BERTAM Toll,66.75,122,162.7,33.45,50.64
Machap Toll,SG. PETANI SELATAN Toll,68.39,125,166.6,34.27,51.33
Machap Toll,SG. PETANI UTARA Toll,69.13,126.3,168.4,34.6,51.82
Machap Toll,GURUN Toll,70.93,129.7,172.9,35.59,53.22
Machap Toll,PENDANG Toll,73.14,133.7,178.2,36.65,54.86
Machap Toll,Alor Setar Selatan Toll,74.78,136.7,182.2,37.47,56.54
Machap Toll,Alor Setar Utara Toll,75.44,137.8,183.7,37.8,56.58
Machap Toll,Hutan Kampung Toll,76.1,139.1,185.4,38.13,57.34
Machap Toll,BANDAR CASSIA Toll,70.63,148.9,228,40.94,74.83
MANTIN Toll,Setul North Bound Toll,1.8,2.7,3.6,0.9,1.1
MANTIN Toll,Pajam Toll,2,3,4,1,1.2
MANTIN Toll,ECO MAJESTIC Toll,2.9,4.3,5.7,1.4,2.1
MANTIN Toll,SEMENYIH Toll,4.3,6.4,8.5,2.1,2.6
MANTIN Toll,Kajang Selatan Toll,4.8,7.3,9.7,2.4,3
MARAN Toll,SRI JAYA Toll,2,4,5.9,1,2
MARAN Toll,CHENOR Toll,4.4,8.8,13.2,2.2,4.4
MARAN Toll,GAMBANG Toll,5.4,10.8,16.3,2.7,5.4
MARAN Toll,TEMERLOH Toll,6,12,17.9,3,6
MARAN Toll,KUANTAN Toll,8.2,16.4,24.5,4.1,8.2
MARAN Toll,LANCANG Toll,9.2,18.4,27.6,4.6,9.2
MARAN Toll,JABOR Toll,9.6,19.2,28.8,4.8,9.6
MARAN Toll,KARAK Toll,11.7,23.5,35.2,5.9,11.7
MARAN Toll,CHENEH Toll,12.6,25.1,37.7,6.3,12.6
MARAN Toll,CUKAI Toll,14,28,42,7,14
MARAN Toll,KIJAL Toll,16.3,32.5,48.8,8.1,16.3
MARAN Toll,KERTEH Toll,18,35.9,53.9,9,18
MARAN Toll,PAKA Toll,19.4,38.7,58.1,9.7,19.4
MARAN Toll,DUNGUN Toll,21.6,43.1,64.7,10.8,21.6
MARAN Toll,BUKIT BESI Toll,23.6,47.2,70.8,11.8,23.6
MARAN Toll,AJIL Toll,28.2,56.5,84.7,14.1,28.2
MARAN Toll,TELEMUNG Toll,30.6,61.2,91.7,15.3,30.6
MARAN Toll,Kuala Terengganu (Kg Gemuroh) Toll,31.8,63.5,95.3,15.9,31.8
Nilai Toll,Putera Mahkota Toll,0.98,1.7,2.3,0.49,0.74
Nilai Toll,SOUTHVILLE CITY Toll,1.48,2.7,3.5,0.74,1.07
Nilai Toll,Bandar Ainsdale Toll,1.72,3.2,4.2,0.9,1.31
Nilai Toll,BANGI Toll,1.8,3.3,4.4,0.9,1.31
Nilai Toll,BANDAR SERENIA Toll,1.97,3.6,4.9,0.98,1.48
Nilai Toll,KAJANG Toll,2.46,4.5,6,1.23,1.8
Nilai Toll,SEREMBAN Toll,2.54,4.6,6.1,1.23,1.89
Nilai Toll,UPM Toll,2.71,4.9,6.5,1.31,1.97
Nilai Toll,BANDAR GAMUDA COVE Toll,2.79,5.1,6.8,1.39,2.13
Nilai Toll,Port Dickson Toll,2.87,5.3,7.1,1.48,2.21
Nilai Toll,Sg. Besi Toll,3.2,5.8,7.7,1.56,2.38
Nilai Toll,Senawang Toll,3.36,6.1,8.2,1.64,2.54
Nilai Toll,KLIA Toll,3.36,5.9,7.7,1.89,2.62
Nilai Toll,Bandar Saujana Putra Toll,4.26,7.7,10.3,2.13,3.2
Nilai Toll,Putra Jaya Toll,4.59,8.4,11.2,2.3,3.44
Nilai Toll,PUTRA HEIGHTS Toll,4.67,8.6,11.4,2.38,3.53
Nilai Toll,PEDAS LINGGI Toll,5.17,9.5,12.6,2.62,3.85
Nilai Toll,USJ Toll,5.17,9.5,12.6,2.62,3.85
Nilai Toll,Seafield Toll,5.66,10.3,13.8,2.79,4.26
Nilai Toll,Ebor Selatan Toll,5.66,10.4,13.8,2.87,4.26
Nilai Toll,Shah Alam Toll,6.31,11.5,15.3,3.12,4.76
Nilai Toll,SUBANG Toll,6.81,12.4,16.5,3.44,5.08
Nilai Toll,Setia Alam Toll,7.22,13.1,17.6,3.61,5.41
Nilai Toll,DAMANSARA Toll,7.22,13.2,17.6,3.69,5.41
Nilai Toll,Bukit Raja Toll,7.3,13.4,17.9,3.61,5.49
Nilai Toll,KOTA DAMANSARA Toll,7.46,13.8,18.3,3.77,5.58
Nilai Toll,Simpang Ampat Toll,7.79,14.2,18.9,3.85,5.82
Nilai Toll,SG. BULOH Toll,8.04,14.8,19.6,4.1,5.99
Nilai Toll,SG. BULOH HOSPITAL Toll,8.36,15.4,20.5,4.26,6.23
Nilai Toll,Jalan Duta Toll,8.61,15.8,21,4.35,6.48
Nilai Toll,RAWANG SELATAN Toll,8.86,16.3,21.7,4.51,6.64
Nilai Toll,RAWANG Toll,9.51,17.4,23.2,4.76,7.13
Nilai Toll,Ayer Keroh Toll,10.17,18.6,24.7,5.08,7.63
Nilai Toll,SUNGAI BUAYA Toll,10.5,19.3,25.6,5.33,7.87
Nilai Toll,BUKIT BERUNTUNG Toll,11.15,20.5,27.3,5.66,8.36
Nilai Toll,Jasin Toll,11.97,21.8,29.1,5.99,8.94
Nilai Toll,BUKIT TAGAR Toll,12.14,22.2,29.6,6.07,9.1
Nilai Toll,Tangkak Toll,13.04,23.9,31.8,6.56,9.76
Nilai Toll,LEMBAH BERINGIN Toll,13.2,24.3,32.3,6.64,9.92
Nilai Toll,Bukit Gambir Toll,14.02,25.6,34.1,6.97,10.5
Nilai Toll,Tg. Malim Toll,14.27,26.2,34.9,7.22,10.74
Nilai Toll,BEHRANG Toll,15.5,28.4,37.9,7.79,11.64
